"latnum","longnum","start","end","severity","cause","flood"
23.40311667,89.95995,NA,NA,NA,NA,"All Households"
23.40368333,89.95998333,NA,NA,NA,NA,"All Households"
23.40375,89.96035,NA,NA,NA,NA,"All Households"
23.40441667,89.9599,NA,NA,NA,NA,"All Households"
23.4025,89.95058333,NA,NA,NA,NA,"All Households"
23.40496667,89.9599,NA,NA,NA,NA,"All Households"
23.40266667,89.9505,NA,NA,NA,NA,"All Households"
23.40583333,89.96003333,NA,NA,NA,NA,"All Households"
23.40623333,89.96086667,NA,NA,NA,NA,"All Households"
23.40556667,89.961,NA,NA,NA,NA,"All Households"
23.30171667,89.69795,NA,NA,NA,NA,"All Households"
23.30008333,89.70168333,NA,NA,NA,NA,"All Households"
23.3001,89.70473333,NA,NA,NA,NA,"All Households"
23.30258333,89.70285,NA,NA,NA,NA,"All Households"
23.30271667,89.70375,NA,NA,NA,NA,"All Households"
23.57215,89.74891667,NA,NA,NA,NA,"All Households"
23.57663333,89.75198333,NA,NA,NA,NA,"All Households"
23.58241667,89.7493,NA,NA,NA,NA,"All Households"
23.57558333,89.7517,NA,NA,NA,NA,"All Households"
23.58236667,89.75133333,NA,NA,NA,NA,"All Households"
23.58236667,89.75133333,NA,NA,NA,NA,"All Households"
23.58451667,89.7515,NA,NA,NA,NA,"All Households"
23.58673333,89.74936667,NA,NA,NA,NA,"All Households"
23.58466667,89.73428333,NA,NA,NA,NA,"All Households"
23.34771667,89.92131667,NA,NA,NA,NA,"All Households"
23.34696667,89.92058333,NA,NA,NA,NA,"All Households"
23.3535,89.91718333,NA,NA,NA,NA,"All Households"
23.34976667,89.92141667,NA,NA,NA,NA,"All Households"
23.35055,89.92113333,NA,NA,NA,NA,"All Households"
23.35016667,89.91693333,NA,NA,NA,NA,"All Households"
23.3505,89.91693333,NA,NA,NA,NA,"All Households"
23.352,89.9169,NA,NA,NA,NA,"All Households"
23.35043333,89.92066667,NA,NA,NA,NA,"All Households"
23.35,89.9169,NA,NA,NA,NA,"All Households"
23.3501,89.92065,NA,NA,NA,NA,"All Households"
23.35136667,89.92106667,NA,NA,NA,NA,"All Households"
23.34921667,89.91965,NA,NA,NA,NA,"All Households"
23.43356667,90.08415,NA,NA,NA,NA,"All Households"
23.43566667,90.08415,NA,NA,NA,NA,"All Households"
23.4355,90.08398333,NA,NA,NA,NA,"All Households"
23.43721667,90.09436667,NA,NA,NA,NA,"All Households"
23.43741667,90.09598333,NA,NA,NA,NA,"All Households"
23.43685,90.10016667,NA,NA,NA,NA,"All Households"
23.43696667,90.09933333,NA,NA,NA,NA,"All Households"
22.92716667,91.28771667,NA,NA,NA,NA,"All Households"
22.92931667,91.28908333,NA,NA,NA,NA,"All Households"
22.9299,91.2889,NA,NA,NA,NA,"All Households"
22.93103333,91.2895,NA,NA,NA,NA,"All Households"
22.93131667,91.28975,NA,NA,NA,NA,"All Households"
22.92815,91.28848333,NA,NA,NA,NA,"All Households"
22.92333333,91.28361667,NA,NA,NA,NA,"All Households"
22.92408333,91.28698333,NA,NA,NA,NA,"All Households"
22.92383333,91.28375,NA,NA,NA,NA,"All Households"
22.92858333,91.28948333,NA,NA,NA,NA,"All Households"
23.03705,91.33096667,NA,NA,NA,NA,"All Households"
23.035,91.31753333,NA,NA,NA,NA,"All Households"
23.00316667,91.38431667,NA,NA,NA,NA,"All Households"
23.03488333,91.32971667,NA,NA,NA,NA,"All Households"
23.03198333,91.32543333,NA,NA,NA,NA,"All Households"
23.03525,91.33081667,NA,NA,NA,NA,"All Households"
22.92903333,91.33703333,NA,NA,NA,NA,"All Households"
22.92881667,91.33408333,NA,NA,NA,NA,"All Households"
22.93023333,91.3404,NA,NA,NA,NA,"All Households"
22.93246667,91.34165,NA,NA,NA,NA,"All Households"
22.9255,91.33361667,NA,NA,NA,NA,"All Households"
25.2895,89.63375,NA,NA,NA,NA,"All Households"
25.29393333,89.64068333,NA,NA,NA,NA,"All Households"
25.29353333,89.64075,NA,NA,NA,NA,"All Households"
25.2885,89.63376667,NA,NA,NA,NA,"All Households"
25.28966667,89.63378333,NA,NA,NA,NA,"All Households"
25.18941667,89.38015,NA,NA,NA,NA,"All Households"
25.185,89.36746667,NA,NA,NA,NA,"All Households"
25.18716667,89.37651667,NA,NA,NA,NA,"All Households"
25.18861667,89.3787,NA,NA,NA,NA,"All Households"
25.18941667,89.38285,NA,NA,NA,NA,"All Households"
25.189,89.38253333,NA,NA,NA,NA,"All Households"
25.1895,89.38243333,NA,NA,NA,NA,"All Households"
25.1875,89.3676,NA,NA,NA,NA,"All Households"
25.18943333,89.38266667,NA,NA,NA,NA,"All Households"
25.32483333,89.53348333,NA,NA,NA,NA,"All Households"
25.29628333,89.44976667,NA,NA,NA,NA,"All Households"
25.29715,89.4525,NA,NA,NA,NA,"All Households"
25.29968333,89.44721667,NA,NA,NA,NA,"All Households"
25.30125,89.44746667,NA,NA,NA,NA,"All Households"
25.44173333,89.43783333,NA,NA,NA,NA,"All Households"
25.43983333,89.44135,NA,NA,NA,NA,"All Households"
25.4355,89.43393333,NA,NA,NA,NA,"All Households"
25.55576667,89.62248333,NA,NA,NA,NA,"All Households"
25.55815,89.62361667,NA,NA,NA,NA,"All Households"
25.5554,89.62338333,NA,NA,NA,NA,"All Households"
25.55895,89.62118333,NA,NA,NA,NA,"All Households"
25.55391667,89.62718333,NA,NA,NA,NA,"All Households"
25.55046667,89.61703333,NA,NA,NA,NA,"All Households"
24.0729,90.20808333,NA,NA,NA,NA,"All Households"
24.0606,90.19686667,NA,NA,NA,NA,"All Households"
24.06125,90.19861667,NA,NA,NA,NA,"All Households"
24.04626667,90.5382,NA,NA,NA,NA,"All Households"
24.04525,90.55423333,NA,NA,NA,NA,"All Households"
24.04345,90.55808333,NA,NA,NA,NA,"All Households"
24.04196667,90.55683333,NA,NA,NA,NA,"All Households"
24.04275,90.55936667,NA,NA,NA,NA,"All Households"
24.0385,90.56186667,NA,NA,NA,NA,"All Households"
24.03865,90.56241667,NA,NA,NA,NA,"All Households"
24.2265,90.50086667,NA,NA,NA,NA,"All Households"
24.232,90.5116,NA,NA,NA,NA,"All Households"
24.21755,90.50091667,NA,NA,NA,NA,"All Households"
24.23088333,90.51418333,NA,NA,NA,NA,"All Households"
24.23531667,90.51256667,NA,NA,NA,NA,"All Households"
24.2316,90.50936667,NA,NA,NA,NA,"All Households"
24.22605,90.47321667,NA,NA,NA,NA,"All Households"
24.22426667,90.47248333,NA,NA,NA,NA,"All Households"
24.22585,90.4755,NA,NA,NA,NA,"All Households"
24.227,90.47711667,NA,NA,NA,NA,"All Households"
24.227,90.47711667,NA,NA,NA,NA,"All Households"
24.22885,90.47683333,NA,NA,NA,NA,"All Households"
24.22551667,90.47946667,NA,NA,NA,NA,"All Households"
24.22638333,90.47763333,NA,NA,NA,NA,"All Households"
23.15266667,89.7841,NA,NA,NA,NA,"All Households"
23.14908333,89.80405,NA,NA,NA,NA,"All Households"
23.14705,89.80391667,NA,NA,NA,NA,"All Households"
23.14555,89.80466667,NA,NA,NA,NA,"All Households"
23.14441667,89.80471667,NA,NA,NA,NA,"All Households"
23.14505,89.8041,NA,NA,NA,NA,"All Households"
23.14375,89.80325,NA,NA,NA,NA,"All Households"
22.99943333,89.98865,NA,NA,NA,NA,"All Households"
22.99918333,89.98955,NA,NA,NA,NA,"All Households"
22.99948333,89.99248333,NA,NA,NA,NA,"All Households"
22.99845,89.99356667,NA,NA,NA,NA,"All Households"
22.9995,89.99178333,NA,NA,NA,NA,"All Households"
23.00188333,89.99711667,NA,NA,NA,NA,"All Households"
23.29453333,89.81738333,NA,NA,NA,NA,"All Households"
23.29451667,89.81741667,NA,NA,NA,NA,"All Households"
23.2895,89.80093333,NA,NA,NA,NA,"All Households"
23.29355,89.81463333,NA,NA,NA,NA,"All Households"
23.28466667,89.8167,NA,NA,NA,NA,"All Households"
23.29293333,89.8134,NA,NA,NA,NA,"All Households"
23.29478333,89.81408333,NA,NA,NA,NA,"All Households"
23.29545,89.81436667,NA,NA,NA,NA,"All Households"
24.54493333,91.24836667,NA,NA,NA,NA,"All Households"
24.54496667,91.24841667,NA,NA,NA,NA,"All Households"
24.54498333,91.2485,NA,NA,NA,NA,"All Households"
24.54495,91.24865,NA,NA,NA,NA,"All Households"
24.54471667,91.24815,NA,NA,NA,NA,"All Households"
24.54405,91.24663333,NA,NA,NA,NA,"All Households"
24.5442,91.24721667,NA,NA,NA,NA,"All Households"
24.38675,91.56451667,NA,NA,NA,NA,"All Households"
24.3867,91.56316667,NA,NA,NA,NA,"All Households"
24.3878,91.55986667,NA,NA,NA,NA,"All Households"
24.38775,91.5599,NA,NA,NA,NA,"All Households"
24.38695,91.56038333,NA,NA,NA,NA,"All Households"
24.55311667,91.43333333,NA,NA,NA,NA,"All Households"
24.55415,91.43443333,NA,NA,NA,NA,"All Households"
24.55368333,91.43335,NA,NA,NA,NA,"All Households"
24.55166667,91.43353333,NA,NA,NA,NA,"All Households"
24.55231667,91.4369,NA,NA,NA,NA,"All Households"
24.54551667,91.43488333,NA,NA,NA,NA,"All Households"
24.5513,91.43638333,NA,NA,NA,NA,"All Households"
24.25385,91.49095,NA,NA,NA,NA,"All Households"
24.25351667,91.49315,NA,NA,NA,NA,"All Households"
24.25351667,91.49315,NA,NA,NA,NA,"All Households"
24.25286667,91.49415,NA,NA,NA,NA,"All Households"
24.25306667,91.49436667,NA,NA,NA,NA,"All Households"
24.25216667,91.48393333,NA,NA,NA,NA,"All Households"
24.25233333,91.49423333,NA,NA,NA,NA,"All Households"
24.2516,91.49433333,NA,NA,NA,NA,"All Households"
24.251,91.48398333,NA,NA,NA,NA,"All Households"
24.25161667,91.49656667,NA,NA,NA,NA,"All Households"
24.26413333,91.54328333,NA,NA,NA,NA,"All Households"
24.26358333,91.5433,NA,NA,NA,NA,"All Households"
24.26415,91.54173333,NA,NA,NA,NA,"All Households"
24.25566667,91.534,NA,NA,NA,NA,"All Households"
24.26336667,91.5457,NA,NA,NA,NA,"All Households"
24.26371667,91.54441667,NA,NA,NA,NA,"All Households"
24.34753333,91.39885,NA,NA,NA,NA,"All Households"
24.252,91.48391667,NA,NA,NA,NA,"All Households"
24.34798333,91.3995,NA,NA,NA,NA,"All Households"
24.36716667,91.40093333,NA,NA,NA,NA,"All Households"
24.34768333,91.4001,NA,NA,NA,NA,"All Households"
24.34823333,91.40051667,NA,NA,NA,NA,"All Households"
24.34821667,91.40011667,NA,NA,NA,NA,"All Households"
24.34266667,91.40001667,NA,NA,NA,NA,"All Households"
24.34183333,91.41751667,NA,NA,NA,NA,"All Households"
24.3486,91.40068333,NA,NA,NA,NA,"All Households"
24.34835,91.40066667,NA,NA,NA,NA,"All Households"
24.34838333,91.39971667,NA,NA,NA,NA,"All Households"
24.25383333,91.35091667,NA,NA,NA,NA,"All Households"
24.25641667,91.36388333,NA,NA,NA,NA,"All Households"
24.25698333,91.36458333,NA,NA,NA,NA,"All Households"
24.25895,91.36478333,NA,NA,NA,NA,"All Households"
24.26115,91.36121667,NA,NA,NA,NA,"All Households"
24.26125,91.36583333,NA,NA,NA,NA,"All Households"
24.2601,91.36725,NA,NA,NA,NA,"All Households"
24.26143333,91.37018333,NA,NA,NA,NA,"All Households"
24.17913333,91.35206667,NA,NA,NA,NA,"All Households"
24.17948333,91.35366667,NA,NA,NA,NA,"All Households"
24.17656667,91.35553333,NA,NA,NA,NA,"All Households"
24.17675,91.35561667,NA,NA,NA,NA,"All Households"
24.17665,91.35485,NA,NA,NA,NA,"All Households"
24.17591667,91.35391667,NA,NA,NA,NA,"All Households"
24.1764,91.35415,NA,NA,NA,NA,"All Households"
24.17675,91.35381667,NA,NA,NA,NA,"All Households"
24.60071667,91.49276667,NA,NA,NA,NA,"All Households"
24.60078333,91.48801667,NA,NA,NA,NA,"All Households"
24.60051667,91.48796667,NA,NA,NA,NA,"All Households"
24.601,91.4866,NA,NA,NA,NA,"All Households"
24.6008,91.48498333,NA,NA,NA,NA,"All Households"
24.92905,89.05111667,NA,NA,NA,NA,"All Households"
24.93013333,89.05171667,NA,NA,NA,NA,"All Households"
24.93296667,89.0546,NA,NA,NA,NA,"All Households"
24.93353333,89.05383333,NA,NA,NA,NA,"All Households"
24.9343,89.05173333,NA,NA,NA,NA,"All Households"
24.9711,89.14991667,NA,NA,NA,NA,"All Households"
24.97141667,89.15345,NA,NA,NA,NA,"All Households"
24.9751,89.15411667,NA,NA,NA,NA,"All Households"
25.22821667,89.80915,NA,NA,NA,NA,"All Households"
25.22905,89.81015,NA,NA,NA,NA,"All Households"
25.22633333,89.81148333,NA,NA,NA,NA,"All Households"
25.09266667,89.85093333,NA,NA,NA,NA,"All Households"
25.09895,89.86638333,NA,NA,NA,NA,"All Households"
25.1,89.85096667,NA,NA,NA,NA,"All Households"
25.0985,89.86851667,NA,NA,NA,NA,"All Households"
25.10105,89.86448333,NA,NA,NA,NA,"All Households"
24.88431667,89.92238333,NA,NA,NA,NA,"All Households"
24.88523333,89.92203333,NA,NA,NA,NA,"All Households"
24.88441667,89.92203333,NA,NA,NA,NA,"All Households"
24.88388333,89.9232,NA,NA,NA,NA,"All Households"
24.80255,89.93793333,NA,NA,NA,NA,"All Households"
24.8023,89.93748333,NA,NA,NA,NA,"All Households"
24.8018,89.93461667,NA,NA,NA,NA,"All Households"
24.80381667,89.93615,NA,NA,NA,NA,"All Households"
24.95376667,89.87895,NA,NA,NA,NA,"All Households"
24.95171667,89.87833333,NA,NA,NA,NA,"All Households"
24.9508,89.87781667,NA,NA,NA,NA,"All Households"
24.95033333,89.86733333,NA,NA,NA,NA,"All Households"
24.95076667,89.8793,NA,NA,NA,NA,"All Households"
24.94958333,89.87778333,NA,NA,NA,NA,"All Households"
24.81386667,89.89508333,NA,NA,NA,NA,"All Households"
24.81476667,89.89106667,NA,NA,NA,NA,"All Households"
24.8123,89.88686667,NA,NA,NA,NA,"All Households"
24.8129,89.88421667,NA,NA,NA,NA,"All Households"
23.25898333,88.9674,NA,NA,NA,NA,"All Households"
23.25898333,88.9674,NA,NA,NA,NA,"All Households"
23.26315,88.96808333,NA,NA,NA,NA,"All Households"
23.26063333,88.96933333,NA,NA,NA,NA,"All Households"
22.92608333,89.2006,NA,NA,NA,NA,"All Households"
22.9246,89.196,NA,NA,NA,NA,"All Households"
22.92095,89.19986667,NA,NA,NA,NA,"All Households"
23.14975,89.30645,NA,NA,NA,NA,"All Households"
23.14918333,89.3054,NA,NA,NA,NA,"All Households"
23.14866667,89.30658333,NA,NA,NA,NA,"All Households"
23.14805,89.30685,NA,NA,NA,NA,"All Households"
23.14506667,89.30516667,NA,NA,NA,NA,"All Households"
23.14438333,89.3025,NA,NA,NA,NA,"All Households"
23.14455,89.30355,NA,NA,NA,NA,"All Households"
22.96968333,89.32415,NA,NA,NA,NA,"All Households"
22.96691667,89.32341667,NA,NA,NA,NA,"All Households"
22.96883333,89.31726667,NA,NA,NA,NA,"All Households"
22.9777,89.3138,NA,NA,NA,NA,"All Households"
22.97331667,89.3244,NA,NA,NA,NA,"All Households"
22.46633333,90.17228333,NA,NA,NA,NA,"All Households"
22.46781667,90.16708333,NA,NA,NA,NA,"All Households"
22.46748333,90.16591667,NA,NA,NA,NA,"All Households"
22.46166667,90.17135,NA,NA,NA,NA,"All Households"
22.4628,90.16821667,NA,NA,NA,NA,"All Households"
22.4628,90.16821667,NA,NA,NA,NA,"All Households"
22.57923333,90.16473333,NA,NA,NA,NA,"All Households"
22.58083333,90.16523333,NA,NA,NA,NA,"All Households"
22.5805,90.16596667,NA,NA,NA,NA,"All Households"
22.57956667,90.1661,NA,NA,NA,NA,"All Households"
22.58066667,90.16965,NA,NA,NA,NA,"All Households"
22.58025,90.16873333,NA,NA,NA,NA,"All Households"
22.5722,90.17546667,NA,NA,NA,NA,"All Households"
22.57683333,90.16876667,NA,NA,NA,NA,"All Households"
22.57618333,90.16865,NA,NA,NA,NA,"All Households"
23.67301667,89.06043333,NA,NA,NA,NA,"All Households"
23.66926667,89.05961667,NA,NA,NA,NA,"All Households"
23.6699,89.06003333,NA,NA,NA,NA,"All Households"
23.67213333,89.05888333,NA,NA,NA,NA,"All Households"
23.67181667,89.06056667,NA,NA,NA,NA,"All Households"
23.67173333,89.05975,NA,NA,NA,NA,"All Households"
23.43716667,89.15075,NA,NA,NA,NA,"All Households"
23.43633333,89.15001667,NA,NA,NA,NA,"All Households"
23.43848333,89.16166667,NA,NA,NA,NA,"All Households"
23.44023333,89.16263333,NA,NA,NA,NA,"All Households"
23.3001,88.75776667,NA,NA,NA,NA,"All Households"
23.29815,88.75783333,NA,NA,NA,NA,"All Households"
23.30118333,88.75971667,NA,NA,NA,NA,"All Households"
23.29723333,88.75821667,NA,NA,NA,NA,"All Households"
23.29233333,88.75091667,NA,NA,NA,NA,"All Households"
23.2875,88.76731667,NA,NA,NA,NA,"All Households"
23.30083333,88.75045,NA,NA,NA,NA,"All Households"
23.0961,91.84298333,NA,NA,NA,NA,"All Households"
23.08413333,91.83385,NA,NA,NA,NA,"All Households"
23.09571667,91.84118333,NA,NA,NA,NA,"All Households"
23.09,91.83385,NA,NA,NA,NA,"All Households"
23.0942,91.8435,NA,NA,NA,NA,"All Households"
23.09738333,91.84196667,NA,NA,NA,NA,"All Households"
22.70533333,89.50025,NA,NA,NA,NA,"All Households"
22.70935,89.5122,NA,NA,NA,NA,"All Households"
22.70583333,89.52186667,NA,NA,NA,NA,"All Households"
22.69515,89.5166,NA,NA,NA,NA,"All Households"
22.69678333,89.43196667,NA,NA,NA,NA,"All Households"
22.69563333,89.43248333,NA,NA,NA,NA,"All Households"
22.69563333,89.43248333,NA,NA,NA,NA,"All Households"
22.69825,89.43486667,NA,NA,NA,NA,"All Households"
22.70118333,89.43611667,NA,NA,NA,NA,"All Households"
22.95506667,89.46291667,NA,NA,NA,NA,"All Households"
22.95321667,89.4637,NA,NA,NA,NA,"All Households"
22.95265,89.49886667,NA,NA,NA,NA,"All Households"
22.95568333,89.46658333,NA,NA,NA,NA,"All Households"
22.95701667,89.46526667,NA,NA,NA,NA,"All Households"
22.95608333,89.46405,NA,NA,NA,NA,"All Households"
22.95583333,89.4621,NA,NA,NA,NA,"All Households"
24.2813,91.07783333,NA,NA,NA,NA,"All Households"
24.28183333,91.07455,NA,NA,NA,NA,"All Households"
24.28201667,91.07508333,NA,NA,NA,NA,"All Households"
24.2817,91.07471667,NA,NA,NA,NA,"All Households"
24.2813,91.07796667,NA,NA,NA,NA,"All Households"
24.28193333,91.07385,NA,NA,NA,NA,"All Households"
24.28083333,91.07845,NA,NA,NA,NA,"All Households"
24.2813,91.0755,NA,NA,NA,NA,"All Households"
24.28175,91.07563333,NA,NA,NA,NA,"All Households"
24.27633333,91.06725,NA,NA,NA,NA,"All Households"
24.28113333,91.07848333,NA,NA,NA,NA,"All Households"
24.10346667,90.93195,NA,NA,NA,NA,"All Households"
24.10248333,90.93363333,NA,NA,NA,NA,"All Households"
24.10328333,90.93886667,NA,NA,NA,NA,"All Households"
24.10396667,90.93666667,NA,NA,NA,NA,"All Households"
24.10436667,90.93636667,NA,NA,NA,NA,"All Households"
24.06766667,90.96693333,NA,NA,NA,NA,"All Households"
24.10363333,90.93973333,NA,NA,NA,NA,"All Households"
24.1035,90.9398,NA,NA,NA,NA,"All Households"
24.10433333,90.94438333,NA,NA,NA,NA,"All Households"
24.623,91.184,NA,NA,NA,NA,"All Households"
24.62316667,91.18398333,NA,NA,NA,NA,"All Households"
24.62976667,91.19435,NA,NA,NA,NA,"All Households"
24.6294,91.19411667,NA,NA,NA,NA,"All Households"
24.62916667,91.19393333,NA,NA,NA,NA,"All Households"
24.62916667,91.19391667,NA,NA,NA,NA,"All Households"
24.62316667,91.184,NA,NA,NA,NA,"All Households"
24.62793333,91.19526667,NA,NA,NA,NA,"All Households"
24.43386667,90.89243333,NA,NA,NA,NA,"All Households"
24.43733333,90.88358333,NA,NA,NA,NA,"All Households"
24.4406,90.88796667,NA,NA,NA,NA,"All Households"
24.43785,90.88903333,NA,NA,NA,NA,"All Households"
24.43763333,90.88915,NA,NA,NA,NA,"All Households"
24.43576667,90.8915,NA,NA,NA,NA,"All Households"
24.43515,90.89208333,NA,NA,NA,NA,"All Households"
24.44441667,90.89221667,NA,NA,NA,NA,"All Households"
24.3562,90.83725,NA,NA,NA,NA,"All Households"
24.35313333,90.83706667,NA,NA,NA,NA,"All Households"
24.35348333,90.83796667,NA,NA,NA,NA,"All Households"
24.35163333,90.83693333,NA,NA,NA,NA,"All Households"
24.35375,90.8354,NA,NA,NA,NA,"All Households"
24.35858333,90.83948333,NA,NA,NA,NA,"All Households"
24.35506667,90.83933333,NA,NA,NA,NA,"All Households"
24.1107,90.87518333,NA,NA,NA,NA,"All Households"
24.11153333,90.86696667,NA,NA,NA,NA,"All Households"
24.11156667,90.86823333,NA,NA,NA,NA,"All Households"
24.10066667,90.8668,NA,NA,NA,NA,"All Households"
24.11045,90.8712,NA,NA,NA,NA,"All Households"
24.1114,90.87093333,NA,NA,NA,NA,"All Households"
24.10995,90.8686,NA,NA,NA,NA,"All Households"
24.11068333,90.87123333,NA,NA,NA,NA,"All Households"
24.11068333,90.86828333,NA,NA,NA,NA,"All Households"
24.11156667,90.87098333,NA,NA,NA,NA,"All Households"
24.32548333,90.93868333,NA,NA,NA,NA,"All Households"
24.32585,90.93835,NA,NA,NA,NA,"All Households"
24.32595,90.93836667,NA,NA,NA,NA,"All Households"
24.32696667,90.93828333,NA,NA,NA,NA,"All Households"
24.32716667,90.93848333,NA,NA,NA,NA,"All Households"
24.32728333,90.93871667,NA,NA,NA,NA,"All Households"
24.32736667,90.93895,NA,NA,NA,NA,"All Households"
24.5025,90.88398333,NA,NA,NA,NA,"All Households"
24.5025,90.88403333,NA,NA,NA,NA,"All Households"
24.50453333,90.89481667,NA,NA,NA,NA,"All Households"
24.5032,90.89675,NA,NA,NA,NA,"All Households"
24.50361667,90.89913333,NA,NA,NA,NA,"All Households"
24.50355,90.89933333,NA,NA,NA,NA,"All Households"
24.50108333,90.90651667,NA,NA,NA,NA,"All Households"
24.50056667,90.90695,NA,NA,NA,NA,"All Households"
24.50156667,90.90636667,NA,NA,NA,NA,"All Households"
25.4555,89.7173,NA,NA,NA,NA,"All Households"
25.47,89.7838,NA,NA,NA,NA,"All Households"
25.46983333,89.78381667,NA,NA,NA,NA,"All Households"
25.43983333,89.717,NA,NA,NA,NA,"All Households"
25.45733333,89.71745,NA,NA,NA,NA,"All Households"
25.97696667,89.77591667,NA,NA,NA,NA,"All Households"
25.97696667,89.7763,NA,NA,NA,NA,"All Households"
25.97705,89.7761,NA,NA,NA,NA,"All Households"
25.97401667,89.77691667,NA,NA,NA,NA,"All Households"
25.97566667,89.76698333,NA,NA,NA,NA,"All Households"
25.97266667,89.76725,NA,NA,NA,NA,"All Households"
25.97561667,89.77668333,NA,NA,NA,NA,"All Households"
25.97558333,89.77721667,NA,NA,NA,NA,"All Households"
25.97936667,89.77658333,NA,NA,NA,NA,"All Households"
25.97905,89.77678333,NA,NA,NA,NA,"All Households"
25.97871667,89.77673333,NA,NA,NA,NA,"All Households"
25.64368333,89.79363333,NA,NA,NA,NA,"All Households"
25.641,89.79473333,NA,NA,NA,NA,"All Households"
25.64043333,89.7952,NA,NA,NA,NA,"All Households"
25.6422,89.79066667,NA,NA,NA,NA,"All Households"
25.64233333,89.78936667,NA,NA,NA,NA,"All Households"
25.64171667,89.791,NA,NA,NA,NA,"All Households"
25.64368333,89.7891,NA,NA,NA,NA,"All Households"
25.63983333,89.79175,NA,NA,NA,NA,"All Households"
25.64283333,89.78426667,NA,NA,NA,NA,"All Households"
25.6413,89.78995,NA,NA,NA,NA,"All Households"
25.67475,89.556,NA,NA,NA,NA,"All Households"
25.67403333,89.55508333,NA,NA,NA,NA,"All Households"
25.67325,89.55518333,NA,NA,NA,NA,"All Households"
25.6776,89.56045,NA,NA,NA,NA,"All Households"
25.67366667,89.55058333,NA,NA,NA,NA,"All Households"
25.67731667,89.55891667,NA,NA,NA,NA,"All Households"
25.67663333,89.55806667,NA,NA,NA,NA,"All Households"
24.01198333,88.81431667,NA,NA,NA,NA,"All Households"
24.0106,88.8135,NA,NA,NA,NA,"All Households"
24.00718333,88.7965,NA,NA,NA,NA,"All Households"
23.81091667,89.18763333,NA,NA,NA,NA,"All Households"
23.81193333,89.1888,NA,NA,NA,NA,"All Households"
23.80995,89.192,NA,NA,NA,NA,"All Households"
23.81123333,89.18913333,NA,NA,NA,NA,"All Households"
23.80713333,89.19111667,NA,NA,NA,NA,"All Households"
23.80835,89.19345,NA,NA,NA,NA,"All Households"
23.80855,89.1909,NA,NA,NA,NA,"All Households"
23.80233333,89.18376667,NA,NA,NA,NA,"All Households"
23.85375,89.0972,NA,NA,NA,NA,"All Households"
23.85235,89.09905,NA,NA,NA,NA,"All Households"
23.85183333,89.09498333,NA,NA,NA,NA,"All Households"
23.85048333,89.09585,NA,NA,NA,NA,"All Households"
23.85505,89.09795,NA,NA,NA,NA,"All Households"
23.87133333,89.067,NA,NA,NA,NA,"All Households"
23.85566667,89.097,NA,NA,NA,NA,"All Households"
23.85386667,89.09425,NA,NA,NA,NA,"All Households"
22.94886667,90.78386667,NA,NA,NA,NA,"All Households"
22.94895,90.78356667,NA,NA,NA,NA,"All Households"
22.95261667,90.78473333,NA,NA,NA,NA,"All Households"
22.949,90.78225,NA,NA,NA,NA,"All Households"
22.95148333,90.78328333,NA,NA,NA,NA,"All Households"
23.0179,90.79616667,NA,NA,NA,NA,"All Households"
23.011,90.7977,NA,NA,NA,NA,"All Households"
23.0158,90.78535,NA,NA,NA,NA,"All Households"
23.01591667,90.79991667,NA,NA,NA,NA,"All Households"
23.00683333,90.7837,NA,NA,NA,NA,"All Households"
23.01093333,90.79898333,NA,NA,NA,NA,"All Households"
23.0147,90.79588333,NA,NA,NA,NA,"All Households"
23.01588333,90.79655,NA,NA,NA,NA,"All Households"
23.0478,90.88821667,NA,NA,NA,NA,"All Households"
23.0477,90.88691667,NA,NA,NA,NA,"All Households"
23.05115,90.88795,NA,NA,NA,NA,"All Households"
23.0503,90.88768333,NA,NA,NA,NA,"All Households"
23.04956667,90.88765,NA,NA,NA,NA,"All Households"
23.05076667,90.88766667,NA,NA,NA,NA,"All Households"
23.05478333,90.88943333,NA,NA,NA,NA,"All Households"
23.05481667,90.88815,NA,NA,NA,NA,"All Households"
22.65248333,90.94991667,NA,NA,NA,NA,"All Households"
22.65066667,90.95303333,NA,NA,NA,NA,"All Households"
22.65398333,90.953,NA,NA,NA,NA,"All Households"
22.65403333,90.9524,NA,NA,NA,NA,"All Households"
22.63431667,90.95011667,NA,NA,NA,NA,"All Households"
22.65928333,90.95755,NA,NA,NA,NA,"All Households"
22.65966667,90.95613333,NA,NA,NA,NA,"All Households"
22.65915,90.95661667,NA,NA,NA,NA,"All Households"
22.65375,90.95693333,NA,NA,NA,NA,"All Households"
22.65251667,90.94855,NA,NA,NA,NA,"All Households"
22.65883333,90.95055,NA,NA,NA,NA,"All Households"
22.65641667,90.95223333,NA,NA,NA,NA,"All Households"
22.6944,90.95283333,NA,NA,NA,NA,"All Households"
22.65641667,90.95066667,NA,NA,NA,NA,"All Households"
25.98171667,89.31881667,NA,NA,NA,NA,"All Households"
25.9817,89.32098333,NA,NA,NA,NA,"All Households"
25.98418333,89.31556667,NA,NA,NA,NA,"All Households"
25.98885,89.30611667,NA,NA,NA,NA,"All Households"
25.98458333,89.32285,NA,NA,NA,NA,"All Households"
26.31625,89.10441667,NA,NA,NA,NA,"All Households"
26.31658333,89.10551667,NA,NA,NA,NA,"All Households"
26.32405,89.09471667,NA,NA,NA,NA,"All Households"
26.32405,89.09471667,NA,NA,NA,NA,"All Households"
